beschreibung,dauer_tage,budget_eur,land,region,technologie,projekttyp,teamgroesse,jahr,groesse,projekttyp_detail,ai_effizienz_faktor,stundensatz_eur
"REST API für Krause Retail mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",23,14078,DE,DE-NW,Backend,Neuentwicklung,1,2021,klein,REST API einfach,0.97,77
"Migration der Altdaten von Hoffmann Solutions aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",65,80318,AT,AT,Backend,Migration,2,2022,mittel,Datenmigraton,1.0,80
"Unternehmensportal für Meier Manufacturing (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",240,662582,AT,AT,SAP,Neuentwicklung,4,2019,gross,SAP-Integration Portal,1.0,102
"B2B-Handelsplattform für Schulz Media. Microservices-Architektur (12 Services), Kubernetes-Deployment, Punchout-Katalog für EDI-Anbindung, dynamische Preislogik, Self-Service-Kundenportal.",340,971665,DE,DE-TH,Java,Neuentwicklung,6,2022,gross,Enterprise E-Commerce,0.92,69
"Management-Dashboard für Köhler Automotive zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",27,21662,DE,DE-HE,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,81
"Cross-Platform-App (iOS & Android) für Frank Legal mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",100,106537,DE,DE-NW,Mobile,Neuentwicklung,2,2020,mittel,Mobile App mittel,1.0,79
"Unternehmenswebsite für Wolf Systems auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",8,7145,DE,DE-HH,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,72
"Maßgeschneiderte E-Commerce-Plattform für Hoffmann Solutions mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",139,174064,DE,DE-SN,PHP,Neuentwicklung,3,2026,mittel,E-Commerce Platform,0.68,63
"Internes Mitarbeiterportal für Koch Industries (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",96,203753,CH,CH,JavaScript,Neuentwicklung,3,2020,mittel,Mitarbeiterportal,1.0,110
"Unternehmensportal für Schwarz Energie (800 Mitarbeiter) mit bidirektionaler SAP HR-Schnittstelle, SSO via Azure AD, Urlaubsmanagement, Zeiterfassung, Gehaltsabruf und Weiterbildungsmodul. React Frontend, Java Spring Boot Backend.",261,1486019,CH,CH,SAP,Neuentwicklung,6,2021,gross,SAP-Integration Portal,0.97,166
"Analyse-Dashboard für Müller GmbH mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",62,162625,DE,DE-BY,Python/ML,Neuentwicklung,3,2026,mittel,Reporting & Analytics Tool,0.68,109
"Online-Buchungssystem für Fischer Handel mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",22,19030,DE,DE-BW,JavaScript,Neuentwicklung,1,2025,klein,Buchungssystem klein,0.72,89
"Online-Buchungssystem für Müller GmbH mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",29,14461,DE,DE-TH,JavaScript,Neuentwicklung,1,2020,klein,Buchungssystem klein,1.0,60
"Unternehmensweite Prozessplattform für Neumann Services auf .NET 8 Basis. Workflow-Engine für 20 Genehmigungsprozesse, Power BI Embedded für Berichte, Azure AD Integration, On-Premise-Deployment auf Kundensystemen.",335,1081869,DE,DE-HH,.NET,Neuentwicklung,6,2021,gross,.NET Enterprise Platform,0.97,81
"REST API für Weber Consulting mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",27,15648,AT,AT,Backend,Neuentwicklung,1,2021,klein,REST API einfach,0.97,77
"Flutter-App für Wagner Immobilien. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",82,155788,DE,DE-HE,Mobile,Neuentwicklung,3,2024,mittel,Mobile App mittel,0.78,92
"Maßgeschneiderte E-Commerce-Plattform für Koch Industries mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",85,95607,DE,DE-HH,PHP,Neuentwicklung,2,2022,mittel,E-Commerce Platform,0.92,68
"Unternehmenswebsite für Schwarz Energie auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",20,10465,AT,AT,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,69
"Predictive-Analytics-Plattform für Frank Legal. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",181,665507,DE,DE-HH,Python/ML,Neuentwicklung,6,2026,gross,ML Predictive Analytics,0.68,104
"WordPress-Website für Klein Software mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",23,12934,DE,DE-NW,PHP,Neuentwicklung,1,2023,klein,WordPress Website,0.85,67
"Shopify-Onlineshop für Maier Group. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",19,20253,CH,CH,PHP,Neuentwicklung,1,2024,klein,Einfacher Online-Shop,0.78,105
"Wartung und Erweiterung des bestehenden WordPress-Systems von Bauer Digital. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",19,18780,CH,CH,PHP,Weiterentwicklung,1,2023,klein,Legacy Bugfixing & Weiterentwicklung,0.85,102
"Digitalisierungsplattform für Wolf Systems. ASP.NET Core, Blazor WebAssembly Frontend, Azure Service Bus, 15 Microservices, DevOps-Pipeline mit automatisierten Tests, ITIL-konformes Change Management.",348,1316784,DE,DE-HH,.NET,Neuentwicklung,7,2022,gross,.NET Enterprise Platform,0.92,84
"Terminbuchungsportal für Koch Industries (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",72,38265,DE,DE-HE,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,76
"KPI-Dashboard für Weber Consulting. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",33,20263,DE,DE-SN,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,67
"KPI-Dashboard für Richter Tech. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",4,7134,DE,DE-BW,JavaScript,Neuentwicklung,1,2024,klein,Dashboard einfach,0.78,87
"Flutter-App für Schäfer Insurance. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",51,147393,CH,CH,Mobile,Neuentwicklung,2,2026,mittel,Mobile App mittel,0.68,145
"Analyse-Dashboard für Fischer Handel mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",73,111817,DE,DE-BW,Python/ML,Neuentwicklung,2,2022,mittel,Reporting & Analytics Tool,0.92,94
"Terminbuchungsportal für Hoffmann Solutions (bis 5 Mitarbeiter). Kundenlogin, Verfügbarkeitsprüfung in Echtzeit, iCal-Export, SMS-Erinnerungen via Twilio, DSGVO-konformes Datenschutz-Setup.",34,23764,DE,DE-HE,JavaScript,Neuentwicklung,1,2023,klein,Buchungssystem klein,0.85,81
"Vertriebssteuerungs-CRM für Becker Pharma. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",109,177734,CH,CH,JavaScript,Neuentwicklung,2,2020,mittel,CRM-System,1.0,110
"Unternehmensweite Prozessplattform für Braun Logistics auf .NET 8 Basis. Workflow-Engine für 20 Genehmigungsprozesse, Power BI Embedded für Berichte, Azure AD Integration, On-Premise-Deployment auf Kundensystemen.",242,751758,DE,DE-TH,.NET,Neuentwicklung,6,2023,gross,.NET Enterprise Platform,0.85,69
"Buchungs- und Reservierungsplattform für Richter Tech mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",61,111361,CH,CH,JavaScript,Neuentwicklung,2,2024,mittel,Buchungssystem mittel,0.78,124
"KI-gestütztes Dokumentenmanagementsystem für Krause Retail mit automatischer Klassifikation per NLP (BERT), Volltextsuche via Elasticsearch, Versionierung, Zugriffsrollen und DSGVO-konformem Hosting auf deutschen Servern.",164,390321,AT,AT,Python/ML,Neuentwicklung,3,2026,gross,ML Dokumentenmanagement,0.68,99
"Microservice-API für Meier Manufacturing. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",31,20134,DE,DE-BY,Backend,Neuentwicklung,1,2024,klein,REST API einfach,0.78,93
"Responsive Landing Page für Klein Software mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",8,5094,DE,DE-HH,JavaScript,Neuentwicklung,1,2023,klein,Landing Page,0.85,82
"Microservice-API für Zimmermann IT. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",33,29338,CH,CH,Backend,Neuentwicklung,1,2020,klein,REST API einfach,1.0,115
"Analyse-Dashboard für Meier Manufacturing mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",29,71581,DE,DE-NW,Python/ML,Neuentwicklung,3,2025,mittel,Reporting & Analytics Tool,0.72,96
"Vertriebssteuerungs-CRM für Krüger Education. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",82,129175,AT,AT,JavaScript,Neuentwicklung,3,2020,mittel,CRM-System,1.0,72
"SAP S/4HANA-Anbindung für Braun Logistics. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",101,515966,DE,DE-NW,SAP,Neuentwicklung,6,2022,gross,SAP-Integration Portal,0.92,112
"Migration der Altdaten von Hartmann Health aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",41,91935,DE,DE-HH,Backend,Migration,3,2023,mittel,Datenmigraton,1.0,86
"REST API für Schäfer Insurance mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",31,15453,DE,DE-BE,Backend,Neuentwicklung,1,2019,klein,REST API einfach,1.0,70
"Migration der Altdaten von Wolf Systems aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",114,223936,CH,CH,Backend,Migration,3,2020,mittel,Datenmigraton,1.0,115
"Ablösung des Legacy-Systems von Schäfer Insurance (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",475,1670781,AT,AT,Java,Migration,7,2024,gross,Legacy Migration Enterprise,1.0,88
"SAP S/4HANA-Anbindung für Hartmann Health. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",241,808635,DE,DE-BE,SAP,Neuentwicklung,5,2021,gross,SAP-Integration Portal,0.97,104
"WordPress-Website für Schwarz Energie mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",15,8174,DE,DE-BW,PHP,Neuentwicklung,1,2019,klein,WordPress Website,1.0,63
"Predictive-Analytics-Plattform für Bauer Digital. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",174,590857,DE,DE-BW,Python/ML,Neuentwicklung,6,2019,gross,ML Predictive Analytics,1.0,86
"Predictive-Analytics-Plattform für Fischer Handel. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",128,360316,DE,DE-TH,Python/ML,Neuentwicklung,5,2024,gross,ML Predictive Analytics,0.78,79
"Predictive-Analytics-Plattform für Müller GmbH. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",151,421668,DE,DE-TH,Python/ML,Neuentwicklung,5,2023,gross,ML Predictive Analytics,0.85,76
"HR-Self-Service-Portal für Braun Logistics (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",52,127299,CH,CH,JavaScript,Neuentwicklung,2,2025,mittel,Mitarbeiterportal,0.72,128
"WordPress-Website für Köhler Automotive mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",11,6104,DE,DE-TH,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,58
"Unternehmenswebsite für Schäfer Insurance auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",26,11932,DE,DE-TH,PHP,Neuentwicklung,1,2023,klein,WordPress Website,0.85,56
"Internes Mitarbeiterportal für Wolf Systems (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",140,138533,DE,DE-BE,JavaScript,Neuentwicklung,2,2020,mittel,Mitarbeiterportal,1.0,69
"Event-Ticketing-System für Schäfer Insurance. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",87,130283,DE,DE-NW,JavaScript,Neuentwicklung,3,2021,mittel,Buchungssystem mittel,0.97,74
"Internes Mitarbeiterportal für Hartmann Health (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",83,137963,AT,AT,JavaScript,Neuentwicklung,3,2023,mittel,Mitarbeiterportal,0.85,78
"SAP S/4HANA-Anbindung für Wolf Systems. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",129,528969,DE,DE-HH,SAP,Neuentwicklung,5,2025,gross,SAP-Integration Portal,0.72,128
"Business-Intelligence-Tool für Köhler Automotive mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",80,109993,AT,AT,Python/ML,Neuentwicklung,2,2020,mittel,Reporting & Analytics Tool,1.0,84
"Unternehmenswebsite für Müller GmbH auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",17,10195,AT,AT,PHP,Neuentwicklung,1,2020,klein,WordPress Website,1.0,60
"Flutter-App für Becker & Partner. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",74,132866,AT,AT,Mobile,Neuentwicklung,3,2024,mittel,Mobile App mittel,0.78,90
"Shopify-Onlineshop für Koch Industries. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",39,15641,DE,DE-BY,PHP,Neuentwicklung,1,2021,klein,Einfacher Online-Shop,0.97,69
"Shopify-Onlineshop für Wolf Systems. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",34,20411,AT,AT,PHP,Neuentwicklung,1,2022,klein,Einfacher Online-Shop,0.92,65
"Enterprise-E-Commerce-Plattform für Krüger Education mit 50.000+ Produkten, Multi-Mandanten-Fähigkeit, Echtzeit-Bestandssynchronisation, KI-gestützter Produktempfehlung, A/B-Testing-Framework und DACH-Lokalisierung.",191,1074779,CH,CH,Java,Neuentwicklung,5,2024,gross,Enterprise E-Commerce,0.78,134
"WordPress-Website für Schulz Media mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",7,6319,AT,AT,PHP,Neuentwicklung,1,2020,klein,WordPress Website,1.0,60
"SAP S/4HANA-Anbindung für Zimmermann IT. Fiori-ähnliches Portal, RFC-Schnittstellen für MM/PP/FI, Custom ABAP-Entwicklung, Echtzeit-Datensynchronisation, Rollout auf 3 Werke.",139,398072,DE,DE-SN,SAP,Neuentwicklung,5,2020,gross,SAP-Integration Portal,1.0,90
"Krankenhausinformationssystem-Modul für Weber Consulting. HL7-Messaging, DICOM-Viewer-Integration, Medikationsplan-Modul nach BMP-Standard, IHE-XDS-Dokumentenmanagement, BSI-Grundschutz.",282,796662,AT,AT,Java,Neuentwicklung,5,2024,gross,Gesundheitswesenportal,0.78,88
"Digitales Patientenportal für Frank Legal mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",373,1275420,DE,DE-NW,Java,Neuentwicklung,6,2022,gross,Gesundheitswesenportal,0.92,82
"Unternehmenswebsite für Meier Manufacturing auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",24,12508,AT,AT,PHP,Neuentwicklung,1,2020,klein,WordPress Website,1.0,60
"Vollständige Neuentwicklung des Kernbanksystems von Klein Software. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",462,1299235,DE,DE-TH,Java,Migration,6,2022,gross,Legacy Migration Enterprise,1.0,69
"KI-gestütztes Dokumentenmanagementsystem für Neumann Services mit automatischer Klassifikation per NLP (BERT), Volltextsuche via Elasticsearch, Versionierung, Zugriffsrollen und DSGVO-konformem Hosting auf deutschen Servern.",151,560478,DE,DE-NW,Python/ML,Neuentwicklung,7,2022,gross,ML Dokumentenmanagement,0.92,88
"Flutter-App für Maier Group. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",78,110412,DE,DE-SN,Mobile,Neuentwicklung,2,2024,mittel,Mobile App mittel,0.78,77
